id,session_id,user_id,region,disability_flag,first_time_digital_user,language,total_turns,avg_asr_confidence,misunderstanding_rate,escalation_flag,service_code,app_status,session_outcome,avg_turn_duration_sec,total_user_errors,is_success
b3b17cfaed66290ae147962f8c598a24,S2035,U1280,urban,false,false,KINYARWANDA,13,0.65,0.0,true,DL,completed,completed,10.25,2,1
b726590c2f9512595212a0961ce5fd66,S2038,U1050,urban,false,false,KINYARWANDA,13,0.7071428571428572,0.2857142857142857,false,DL,completed,completed,6.714285714285714,2,1
2c89e29f83a7f77b707b3eb48a096256,S2041,U1276,urban,false,true,KINYARWANDA,9,0.7999999999999999,0.0,false,LAND,completed,completed,8.285714285714286,2,1
f1f119ed13ab018c0e3383bdf15e65c1,S2042,U1140,urban,true,false,KINYARWANDA,5,0.5933333333333334,0.3333333333333333,true,BIRTH_CERT,completed,completed,11.333333333333334,2,1
0a77e9ca739f5e8b9fee8788bda52a9e,S2044,U1274,rural,false,false,KINYARWANDA,6,0.6766666666666667,0.0,true,BIRTH_CERT,completed,transferred,4.666666666666667,1,0
018edc3c976f689f8332cca846242fcb,S2045,U1289,rural,false,true,KINYARWANDA,12,0.702,0.4,false,DL,completed,abandoned,9.7,1,0
9e098a4b1bd92b986a114db27bffe694,S2048,U1451,rural,false,false,KINYARWANDA,12,0.7,0.2,false,DL,completed,completed,10.0,1,1
c57cc971c75def1897f6814f904f28e7,S2049,U1495,rural,true,false,KINYARWANDA,14,0.6766666666666666,0.0,false,BIRTH_CERT,failed,abandoned,7.333333333333333,1,0
3d866bbc1ec67954a66c984aea025f31,S2051,U1051,urban,false,false,KINYARWANDA,4,0.8099999999999999,0.0,false,DL,failed,abandoned,8.0,1,0
38235eb9ef1337cbd1f53be9556b2b54,S2054,U1156,urban,false,true,KINYARWANDA,4,0.6375,0.5,false,LAND,completed,completed,8.25,0,1
65ed0d223cf5d1c7b203e467ea6c720e,S2055,U1238,urban,false,false,KINYARWANDA,3,0.8375,0.25,false,DL,abandoned,transferred,5.75,1,0
8da909977fa5dc985f647a352743ae19,S2057,U1290,rural,false,true,KINYARWANDA,5,0.7779999999999999,0.6,false,BIRTH_CERT,completed,abandoned,8.6,1,0
4df2f1a29440c47039121d5f77f94e8f,S2059,U1143,rural,false,false,KINYARWANDA,14,0.46,0.0,true,BIRTH_CERT,completed,completed,5.0,1,1
53f9ee87f17de4540aa03c9e3bd064e8,S2060,U1105,rural,false,true,KINYARWANDA,3,0.815,0.5,false,LAND,failed,abandoned,5.5,0,0
45fb5b34afcb28b251f5c29cf80e6ab4,S2061,U1419,urban,false,false,KINYARWANDA,14,0.7185714285714286,0.14285714285714285,false,ID_REPLACEMENT,failed,abandoned,5.0,1,0
0e985d9950a692bb726004f593156975,S2062,U1157,urban,false,false,KINYARWANDA,3,0.8483333333333333,0.16666666666666666,false,LAND,failed,transferred,10.333333333333334,1,0
9d6334afe26435fa612e0c9d84f90d3a,S2063,U1145,rural,false,false,KINYARWANDA,10,0.762,0.0,false,BIRTH_CERT,completed,transferred,8.0,1,0
5181880c1c31a1dce455e63b2a4bc926,S2064,U1001,urban,false,false,KINYARWANDA,5,0.6757142857142858,0.2857142857142857,false,BIRTH_CERT,completed,abandoned,5.142857142857143,3,0
90f3f696ed94785554e432af373bdaf7,S2067,U1131,rural,false,false,KINYARWANDA,9,0.704,0.4,false,ID_REPLACEMENT,abandoned,completed,6.2,1,1
2eed46014e5a549676f34c211519d56d,S2073,U1350,rural,true,false,KINYARWANDA,7,0.7614285714285715,0.14285714285714285,false,LAND,abandoned,completed,9.571428571428571,2,1
6d41a0e61002ea5913daf3bd3a358186,S2074,U1107,urban,false,false,KINYARWANDA,8,0.772,0.0,false,BIRTH_CERT,failed,completed,7.2,0,1
7e7a4c8bd623dac8ad5c2a0db3960f95,S2075,U1073,urban,false,true,KINYARWANDA,9,0.8233333333333334,0.3333333333333333,false,BIRTH_CERT,completed,abandoned,6.333333333333333,0,0
4ccb7c5bf4f34f944cec8a6ab39183ad,S2076,U1038,urban,false,true,KINYARWANDA,6,0.8733333333333334,0.3333333333333333,false,LAND,abandoned,transferred,10.166666666666666,2,0
8701805c454ddae0e52c87fa2bc09e3f,S2077,U1396,urban,false,true,KINYARWANDA,10,0.7362500000000001,0.125,false,LAND,completed,transferred,9.875,1,0
2ea5bdeb475df7f467cbc091fc67b53c,S2079,U1070,urban,false,true,KINYARWANDA,3,0.7733333333333334,0.0,false,BIRTH_CERT,abandoned,transferred,11.333333333333334,0,0
bfa7d0554f0cc9b8096010d0a1ac1c5a,S2080,U1446,urban,false,false,KINYARWANDA,3,0.73,0.25,false,DL,completed,abandoned,5.0,0,0
0a0fa4a4b24398d2a5182977ee9a2d5e,S2085,U1297,rural,false,true,KINYARWANDA,10,0.76,0.2857142857142857,false,ID_REPLACEMENT,completed,abandoned,8.0,2,0
80f051ac066115c1fdd75b4f1dbb5444,S2086,U1439,rural,false,false,KINYARWANDA,9,0.7699999999999999,0.2857142857142857,true,LAND,completed,abandoned,7.285714285714286,3,0
ffe58c59788ad9cf3c4c85923a423e8c,S2087,U1035,urban,false,false,KINYARWANDA,14,0.7285714285714285,0.14285714285714285,false,BIRTH_CERT,completed,completed,7.714285714285714,3,1
dd2fe2e8ef3e2c610e48bf43f4d37244,S2088,U1083,rural,false,false,KINYARWANDA,8,0.8033333333333333,0.3333333333333333,true,ID_REPLACEMENT,failed,abandoned,8.333333333333334,1,0
2c16a3b2cdda634c1a7f208b67f700e8,S2090,U1373,urban,false,false,KINYARWANDA,9,0.77,0.0,false,BIRTH_CERT,completed,completed,8.0,1,1
15fd225cd03c5f4176aca83ad2f510c4,S2095,U1375,rural,false,false,KINYARWANDA,9,0.8,0.2,false,LAND,completed,abandoned,7.6,1,0
b8c36a3a761ede9082c2a71514ed1cfb,S2097,U1361,urban,false,true,KINYARWANDA,12,0.7375,0.25,false,DL,completed,abandoned,11.25,0,0
ade0938df5f6f2976795ee05199fb141,S2100,U1140,urban,true,false,KINYARWANDA,5,0.975,0.5,false,DL,completed,transferred,7.0,1,0
4cf7314a0b423d4a38a130a93ca4b29d,S2101,U1374,rural,true,true,KINYARWANDA,6,0.735,0.0,false,DL,abandoned,completed,8.0,0,1
a125ab475fcd3b0bc8e756c0b8ffcb0a,S2102,U1405,urban,false,false,KINYARWANDA,6,0.7799999999999999,0.0,true,BIRTH_CERT,completed,abandoned,9.0,0,0
e8d2eeb0bba64ff7c3e3424bd728695e,S2103,U1117,rural,false,false,KINYARWANDA,12,0.8033333333333333,0.3333333333333333,false,LAND,completed,transferred,10.166666666666666,4,0
4d58d609558aa726e729c62d25d7b9e7,S2104,U1276,urban,false,true,KINYARWANDA,13,0.734,0.2,false,DL,completed,completed,7.8,1,1
466207dd4f9370a047f380b120dbde4a,S2105,U1213,rural,false,false,KINYARWANDA,4,0.815,0.16666666666666666,true,LAND,completed,completed,8.5,2,1
8b664edf7d714dc0ae41c603ac47f9f4,S2106,U1219,urban,false,true,KINYARWANDA,14,0.6655555555555556,0.3333333333333333,false,BIRTH_CERT,abandoned,abandoned,7.444444444444445,2,0
b003042392805c92a5a2fc387059677c,S2107,U1392,rural,false,true,KINYARWANDA,3,0.8666666666666667,0.0,true,LAND,completed,transferred,5.0,0,0
44a58b9ac1c53ce9d43d7925643d451f,S2108,U1025,urban,false,false,KINYARWANDA,14,0.55,0.0,false,LAND,abandoned,transferred,9.5,1,0
5f07a78a1662b668d0c4d1c0b796cf2f,S2110,U1270,urban,false,false,KINYARWANDA,14,0.792,0.2,true,ID_REPLACEMENT,completed,abandoned,5.0,4,0
0a4153ca80331c51e30c754a1b32a01c,S2112,U1471,urban,false,false,KINYARWANDA,10,0.8063636363636363,0.0,false,ID_REPLACEMENT,completed,transferred,8.545454545454545,2,0
88775e7f1b2a0718e186bd1ac2061d16,S2113,U1377,rural,false,false,KINYARWANDA,4,0.7966666666666667,0.16666666666666666,false,BIRTH_CERT,failed,transferred,9.5,1,0
3dcbb34492f6cccb285e9e61900229f6,S2115,U1124,rural,false,false,KINYARWANDA,12,0.7728571428571429,0.42857142857142855,false,DL,completed,completed,7.857142857142857,2,1
d6189e133bd28b9622f0182228464dac,S2117,U1071,rural,false,true,KINYARWANDA,14,0.8039999999999999,0.2,false,ID_REPLACEMENT,completed,completed,8.0,1,1
6ecbcc819a665c592be5f87408b48420,S2120,U1048,rural,false,false,KINYARWANDA,4,0.67,0.0,false,ID_REPLACEMENT,completed,completed,10.5,1,1
15bcbbb63bef175fe621535e8256a84c,S2128,U1099,rural,true,true,KINYARWANDA,6,0.6699999999999999,0.16666666666666666,false,BIRTH_CERT,completed,completed,7.333333333333333,2,1
5dd8a30e7d5f77101db37daa1e5a5008,S2132,U1344,rural,false,false,KINYARWANDA,9,0.755,0.1,false,DL,completed,abandoned,11.0,1,0
070728e0bd581cf9cad1cde27d3e4c06,S2133,U1145,rural,false,false,KINYARWANDA,14,0.7275,0.5,false,LAND,completed,transferred,10.75,4,0
dcb949a5d412ff8e758f7264b7f06342,S2137,U1480,urban,false,false,KINYARWANDA,5,0.795,0.5,true,ID_REPLACEMENT,failed,abandoned,8.25,4,0
9b04492e373ca1975b2a5f232a12394c,S2138,U1438,urban,false,true,KINYARWANDA,4,0.876,0.0,false,ID_REPLACEMENT,completed,abandoned,9.0,0,0
ea74bcdfe91964e9f2ec9da0a09d6c85,S2141,U1174,urban,false,false,KINYARWANDA,6,0.5866666666666667,0.3333333333333333,true,BIRTH_CERT,abandoned,abandoned,5.0,2,0
a15fbd9cb41087f11eeb59ab8ea37442,S2142,U1048,rural,false,false,KINYARWANDA,8,0.8457142857142858,0.2857142857142857,false,BIRTH_CERT,abandoned,completed,9.0,0,1
b39aef86a428f5aacb6672369277bc0a,S2143,U1482,rural,false,false,KINYARWANDA,4,0.78,0.0,false,DL,completed,completed,8.5,1,1
40d591464066d91fb2fee0153060eeba,S2147,U1118,urban,false,true,KINYARWANDA,8,0.6525,0.25,true,LAND,abandoned,abandoned,6.25,1,0
316149481ef6790524de2aa95389d629,S2148,U1148,rural,false,false,KINYARWANDA,7,0.7877777777777778,0.2222222222222222,false,ID_REPLACEMENT,completed,completed,7.888888888888889,3,1
c844cfd3a1155b480cee4bbb150c4b93,S2149,U1464,urban,false,false,KINYARWANDA,5,0.788,0.2,false,ID_REPLACEMENT,completed,abandoned,7.4,0,0
bf87e9dcc06d4d94e1d4e2407b1f5fde,S2150,U1149,rural,false,false,KINYARWANDA,10,0.7966666666666667,0.0,false,ID_REPLACEMENT,completed,abandoned,5.0,0,0
871e4143ee929c882014abea0877f6e0,S2151,U1431,urban,false,false,KINYARWANDA,9,0.87,0.0,true,LAND,completed,transferred,8.333333333333334,1,0
52b676c1daa217b1a95616be4add4a00,S2153,U1142,rural,false,false,KINYARWANDA,8,0.8300000000000001,0.25,false,LAND,completed,abandoned,6.25,0,0
671d36441a4d06056263043bad839fb3,S2155,U1475,urban,false,false,KINYARWANDA,13,0.7885714285714285,0.42857142857142855,false,ID_REPLACEMENT,failed,completed,7.285714285714286,1,1
dd7324825184e4f2fd6e15da4f533cbc,S2156,U1454,rural,false,true,KINYARWANDA,7,0.595,0.0,false,DL,completed,completed,9.0,0,1
d2065523984072bf9ac108ad8f037c89,S2159,U1137,urban,false,false,KINYARWANDA,9,0.6842857142857143,0.14285714285714285,false,DL,completed,transferred,8.857142857142858,1,0
de83b2cce98399f76c2078214236f324,S2160,U1456,rural,false,false,KINYARWANDA,13,0.7999999999999999,0.2857142857142857,false,DL,completed,completed,9.857142857142858,2,1
6306cd7ae5a507cb28adcaa609cf5ab6,S2161,U1077,rural,false,false,KINYARWANDA,7,0.7133333333333334,0.4444444444444444,false,BIRTH_CERT,completed,completed,7.666666666666667,1,1
1bc2002179ea4fd67719cca1a1d2849d,S2162,U1076,urban,false,true,KINYARWANDA,13,0.79,0.0,false,BIRTH_CERT,completed,abandoned,7.0,0,0
b1a937c8af281294e6c21a64449da4a0,S2163,U1440,rural,false,false,KINYARWANDA,5,0.86,1.0,false,ID_REPLACEMENT,abandoned,completed,9.0,0,1
b6723f167429ddcb08c8b8b13016b306,S2167,U1319,rural,false,true,KINYARWANDA,7,0.7285714285714285,0.2857142857142857,false,BIRTH_CERT,completed,transferred,7.285714285714286,1,0
e39562f0cc89e956fa1b10dcd15ef574,S2173,U1041,rural,false,false,KINYARWANDA,12,0.64,0.0,false,LAND,completed,completed,5.0,0,1
3b5ddc45e38e74ec8071d36e690e239c,S2176,U1166,rural,false,false,KINYARWANDA,7,0.7342857142857143,0.2857142857142857,false,DL,abandoned,completed,7.0,2,1
8e8a9e7a70392f57aa3d077df08e3184,S2180,U1486,rural,false,true,KINYARWANDA,10,0.7816666666666666,0.16666666666666666,false,LAND,abandoned,completed,7.833333333333333,2,1
d9b29e9d766ac62ff3e8eef6cc13b63d,S2182,U1187,rural,false,true,KINYARWANDA,10,0.8500000000000001,0.0,false,DL,completed,completed,9.5,0,1
9ac1167a6ffa8bebbc1e18b16e659e10,S2183,U1301,rural,false,false,KINYARWANDA,5,0.785,0.0,false,BIRTH_CERT,abandoned,abandoned,4.333333333333333,0,0
d62bedf46caea4e93ee0b3251ee71023,S2186,U1217,urban,false,false,KINYARWANDA,12,0.5866666666666668,0.0,false,DL,completed,completed,5.666666666666667,0,1
7a8a23166ba9629db77cf70c46e547db,S2187,U1101,urban,false,false,KINYARWANDA,14,0.54,0.0,false,ID_REPLACEMENT,completed,abandoned,6.0,0,0
7beb5ee8cfd0cea86792c906b70af7fd,S2188,U1041,rural,false,false,KINYARWANDA,8,0.715,0.0,false,LAND,completed,abandoned,9.0,0,0
2bf415740c262d358276913356068a44,S2189,U1287,rural,false,true,KINYARWANDA,14,0.835,0.0,false,BIRTH_CERT,abandoned,completed,6.0,0,1
4a4da715f8ac623821d26c186a6857a6,S2190,U1166,rural,false,false,KINYARWANDA,9,0.792,0.4,false,LAND,completed,completed,5.2,1,1
acec948d062e718fab9fb604aa18cfd4,S2195,U1228,urban,false,false,KINYARWANDA,3,0.68375,0.125,false,BIRTH_CERT,completed,completed,8.5,1,1
08f187fcfdea302c67c553cbc25c3920,S2197,U1163,rural,false,false,KINYARWANDA,5,0.8380000000000001,0.2,false,ID_REPLACEMENT,completed,completed,7.4,1,1
486aa2e2042691fff27d0ed1cc955224,S2199,U1072,rural,false,true,KINYARWANDA,3,0.48,0.0,true,DL,abandoned,completed,11.0,0,1
02c441fc0bb138fbe0b72abb688b0f47,S2202,U1378,urban,true,true,KINYARWANDA,6,0.805,0.5,true,ID_REPLACEMENT,failed,transferred,6.0,1,0
5a9973770e7ff4ac97daac40311d0805,S2210,U1129,rural,false,true,KINYARWANDA,4,0.8375,0.5,false,LAND,completed,completed,9.0,1,1
2892ebb277c2295a800f983ab507d7b4,S2211,U1443,rural,false,true,KINYARWANDA,7,0.7366666666666667,0.6666666666666666,false,DL,abandoned,transferred,6.333333333333333,0,0
186193e7798089da60f6a4ec54a0a592,S2214,U1026,rural,false,false,KINYARWANDA,14,0.79,0.125,false,ID_REPLACEMENT,completed,completed,9.875,1,1
32f0259d5af7c038946bb6e3c5ef2600,S2215,U1159,urban,false,true,KINYARWANDA,3,0.6849999999999999,0.125,false,LAND,failed,abandoned,8.875,3,0
c1a145f2abe6e334466b0fa41dd5266e,S2216,U1148,rural,false,false,KINYARWANDA,12,0.78,0.1,false,ID_REPLACEMENT,completed,completed,6.4,0,1
c1f5f25ea42dd3040a09552ecaef8174,S2217,U1263,rural,false,false,KINYARWANDA,4,0.7233333333333333,0.3333333333333333,true,LAND,failed,completed,8.0,2,1
77179cd687e76161c59552b5a13c7554,S2218,U1229,urban,false,true,KINYARWANDA,8,0.715,0.0,false,BIRTH_CERT,completed,completed,8.75,1,1
c44f51b38eda49c71c1efd0981cde89b,S2220,U1049,rural,false,true,KINYARWANDA,5,0.6342857142857143,0.2857142857142857,false,ID_REPLACEMENT,abandoned,abandoned,6.571428571428571,0,0
deb84c7950cf6cced1b84a18046978e2,S2223,U1380,rural,false,true,KINYARWANDA,14,0.6725,0.0,false,LAND,abandoned,completed,6.5,1,1
bdde723f059bfa9ef4dc8eed262aa890,S2224,U1057,rural,true,true,KINYARWANDA,11,0.8,0.0,false,DL,completed,completed,11.0,0,1
d7f98b3c8527fca7ed61abe9e7b2e8cf,S2225,U1258,rural,false,true,KINYARWANDA,4,0.7200000000000001,0.16666666666666666,false,DL,completed,completed,6.166666666666667,0,1
1b854d8057a88605b5a599e787a72e42,S2226,U1341,rural,false,false,KINYARWANDA,10,0.8140000000000001,0.4,false,DL,completed,transferred,8.4,1,0
d1da94edd30d3da86b859b7471413cdb,S2227,U1325,urban,false,true,KINYARWANDA,12,0.78,0.0,true,LAND,completed,abandoned,11.0,1,0
0fcd23e8b2ad98e042ada40e767a9a04,S2230,U1171,rural,false,false,KINYARWANDA,7,0.725,0.3333333333333333,false,LAND,failed,completed,7.666666666666667,3,1
83c66f37dcb97c6fdd80398d4fee3fc0,S2231,U1257,urban,false,false,KINYARWANDA,6,0.808,0.2,false,LAND,completed,transferred,8.0,1,0
5ccb79e2fb3a823676253bc51ba261ec,S2233,U1208,rural,false,true,KINYARWANDA,7,0.69875,0.0,false,ID_REPLACEMENT,completed,completed,9.625,1,1
ba3d48e563b823f58e48b73a92a6287f,S2234,U1290,rural,false,true,KINYARWANDA,6,0.6033333333333334,0.3333333333333333,true,ID_REPLACEMENT,abandoned,abandoned,9.666666666666666,1,0
6c725b86f615760640fa272dae0ac102,S2236,U1470,rural,false,false,KINYARWANDA,6,0.8700000000000001,0.3333333333333333,false,ID_REPLACEMENT,completed,transferred,10.333333333333334,1,0
ea082f7d32e8e5dc2ece221e39076442,S2237,U1285,rural,false,false,KINYARWANDA,12,0.728,0.2,true,BIRTH_CERT,abandoned,completed,9.0,2,1
72d1c2fd97e3778ca023e7295817e4c9,S2238,U1115,urban,false,false,KINYARWANDA,14,0.7814285714285714,0.14285714285714285,false,ID_REPLACEMENT,completed,abandoned,7.571428571428571,4,0
9c107fda16be0249ebfc70c5058df168,S2242,U1441,urban,false,true,KINYARWANDA,8,0.7266666666666666,0.0,false,BIRTH_CERT,failed,abandoned,5.333333333333333,0,0
17709fa74e7eb4e46b28a021efca4130,S2243,U1035,urban,false,false,KINYARWANDA,7,0.70625,0.375,false,LAND,completed,abandoned,10.25,2,0
6d6f6b42c8612d008a774aafac916df3,S2244,U1452,rural,false,false,KINYARWANDA,14,0.7091666666666666,0.08333333333333333,false,DL,completed,transferred,8.916666666666666,2,0
005c771e957e9e1fef0beae3fa81aa5f,S2246,U1476,rural,false,false,KINYARWANDA,9,0.764,0.2,false,ID_REPLACEMENT,completed,completed,7.2,0,1
6ee665a60d7da654792fe8f784c33043,S2247,U1286,rural,false,true,KINYARWANDA,6,0.755,0.0,false,DL,completed,completed,8.0,0,1
db4119452444276383782e678fab7dbb,S2250,U1207,urban,false,true,KINYARWANDA,9,0.7600000000000001,0.3333333333333333,false,ID_REPLACEMENT,abandoned,abandoned,6.0,1,0
240ccee1747c6a436aea5a6a228130f1,S2252,U1445,urban,true,true,KINYARWANDA,3,0.66,0.3333333333333333,false,ID_REPLACEMENT,completed,completed,7.666666666666667,3,1
97538ab8b15facda201c3e4e2d9eb741,S2253,U1157,urban,false,false,KINYARWANDA,12,0.6485714285714286,0.14285714285714285,true,ID_REPLACEMENT,completed,completed,8.285714285714286,2,1
96ea71c783f73d0c2ced692ead13f825,S2254,U1120,urban,false,false,KINYARWANDA,8,0.77,0.0,false,LAND,completed,completed,3.3333333333333335,0,1
ebb797655c11a9630b412ec2b419da1d,S2256,U1399,urban,true,false,KINYARWANDA,8,0.6928571428571428,0.14285714285714285,true,BIRTH_CERT,completed,completed,6.571428571428571,1,1
4af173f2763d5ee95c17ec089f4aebc0,S2257,U1011,urban,false,false,KINYARWANDA,14,0.726,0.2,false,ID_REPLACEMENT,completed,completed,7.4,0,1
3133e283b8a45dacd9bd8d3d1fd75b70,S2259,U1399,urban,true,false,KINYARWANDA,14,0.8814285714285715,0.0,false,ID_REPLACEMENT,completed,transferred,7.571428571428571,1,0
c93faf91141190bc9d0c622e1b0e25e4,S2260,U1395,urban,false,false,KINYARWANDA,12,0.8325,0.0,false,BIRTH_CERT,completed,completed,7.75,0,1
78030af495a6cd54eab396356ca85151,S2261,U1135,rural,false,true,KINYARWANDA,9,0.6875,0.5,false,BIRTH_CERT,failed,completed,7.75,0,1
e5f34106688e6b00fb2ff6a0aa233457,S2262,U1467,urban,false,true,KINYARWANDA,12,0.8114285714285714,0.14285714285714285,false,LAND,failed,completed,6.285714285714286,3,1
59fcbc47497c4b46c0ab0766f4833e95,S2263,U1002,urban,false,false,KINYARWANDA,8,0.75,0.14285714285714285,false,BIRTH_CERT,completed,abandoned,5.142857142857143,2,0
ed2891c04a1480ca1fb2e41978f12d6b,S2265,U1029,rural,false,false,KINYARWANDA,5,0.6599999999999999,0.0,false,LAND,failed,completed,10.0,0,1
4d26713a431cb5adc0f7cd4c22bb4111,S2266,U1236,rural,false,false,KINYARWANDA,4,0.7666666666666666,0.3333333333333333,true,DL,completed,completed,9.0,1,1
05d9e48a58d9b57a55bc733a2f9f8252,S2267,U1278,urban,false,true,KINYARWANDA,8,0.875,0.0,true,DL,completed,abandoned,2.0,1,0
b27d8ed4bba9043103f1a059ba1bad74,S2268,U1347,rural,false,true,KINYARWANDA,10,0.709,0.3,false,BIRTH_CERT,completed,abandoned,8.7,2,0
97f1c558b78e7371c21a63c97c7c4c02,S2270,U1103,rural,true,false,KINYARWANDA,12,0.735,0.16666666666666666,true,ID_REPLACEMENT,completed,abandoned,6.333333333333333,1,0
5180476c19931b6298eb64494d1f3147,S2272,U1004,rural,false,false,KINYARWANDA,10,0.8033333333333333,0.16666666666666666,false,BIRTH_CERT,completed,completed,7.166666666666667,1,1
52cc30bd92cee1cadc0918e4e6d8f7b7,S2273,U1467,urban,false,true,KINYARWANDA,7,0.7075,0.5,false,BIRTH_CERT,abandoned,abandoned,7.5,1,0
a52c272401c0c6fdfa6c7521f173829c,S2274,U1359,rural,true,false,KINYARWANDA,10,0.7016666666666667,0.16666666666666666,false,ID_REPLACEMENT,abandoned,abandoned,5.666666666666667,1,0
9904d46726e84b74838b66513f0d9e21,S2280,U1148,rural,false,false,KINYARWANDA,3,0.62,0.0,true,LAND,abandoned,transferred,11.5,0,0
55078468dcd68ca4286d9e661d520ced,S2284,U1465,rural,false,true,KINYARWANDA,14,0.7939999999999999,0.2,false,DL,completed,abandoned,11.8,0,0
a737b39618d85c0de26e8f6dbdcf6393,S2285,U1455,rural,false,false,KINYARWANDA,11,0.5825,0.25,false,BIRTH_CERT,completed,abandoned,7.75,2,0
39e2af58cf6bf993499b045a5e7b33a5,S2286,U1230,urban,false,false,KINYARWANDA,6,0.73,0.0,false,BIRTH_CERT,abandoned,completed,9.25,1,1
136caeb8a1fc777cdc434292d2810ca5,S2287,U1287,rural,false,true,KINYARWANDA,14,0.70625,0.125,false,ID_REPLACEMENT,abandoned,abandoned,8.75,1,0
f59c977855cd13240d65c390a2295379,S2289,U1271,urban,false,false,KINYARWANDA,13,0.799090909090909,0.36363636363636365,false,LAND,failed,completed,8.0,2,1
86daa1ec2335f3072bda4dc7bdfe5e7a,S2290,U1459,rural,false,false,KINYARWANDA,12,0.6,0.0,false,ID_REPLACEMENT,completed,transferred,6.0,0,0
a0e111d335103c21d2ce1ab638cbd344,S2291,U1037,rural,false,false,KINYARWANDA,11,0.88,0.0,false,DL,completed,completed,5.5,0,1
78a47924afba409aae769e74395c477f,S2293,U1225,rural,false,false,KINYARWANDA,12,0.7477777777777779,0.3333333333333333,false,LAND,completed,completed,7.111111111111111,3,1
a6a966bee5b52ba92fcf26b9962ef09d,S2295,U1291,rural,false,true,KINYARWANDA,12,0.716,0.0,false,ID_REPLACEMENT,completed,abandoned,7.0,0,0
260ac39ab5e86da935d343663d9277c7,S2297,U1150,urban,true,false,KINYARWANDA,13,0.88,0.5,false,DL,completed,transferred,7.0,1,0
0950b69828ef1f460b97d830b12ded57,S2300,U1065,rural,false,false,KINYARWANDA,11,0.83,0.375,false,ID_REPLACEMENT,completed,completed,5.625,3,1
